CVE	Published	Last Update	Max CVSS Base Score	EPSS Score	CISA KEV Added	Public Exploit Exists	Summary
CVE-2021-1675	2021-06-08	2024-07-29	9.3	94.35%	2021-11-03	Public	Windows Print Spooler Remote Code Execution Vulnerability
CVE-2021-1668	2021-01-12	2024-10-08	9.3	2.16%			Microsoft DTV-DVD Video Decoder Remote Code Execution Vulnerability
CVE-2021-1667	2021-01-12	2024-10-08	9.0	7.05%			Remote Procedure Call Runtime Remote Code Execution Vulnerability
CVE-2020-17096	2020-12-10	2023-12-30	9.0	8.66%			Windows NTFS Remote Code Execution Vulnerability
CVE-2020-17095	2020-12-10	2023-12-30	9.9	3.64%			Windows Hyper-V Remote Code Execution Vulnerability
CVE-2020-17090	2020-11-11	2023-12-31	9.8	2.26%			Microsoft Defender for Endpoint Security Feature Bypass Vulnerability
CVE-2020-17051	2020-11-11	2023-12-31	10.0	17.43%			Windows Network File System Remote Code Execution Vulnerability
CVE-2020-17049	2020-11-11	2024-09-10	9.0	26.99%			A security feature bypass vulnerability exists in the way Key Distribution Center (KDC) determines if a service ticket can be used for delegation via Kerberos Constrained Delegation (KCD).\nTo exploit the vulnerability, a compromised service that is configured to use KCD could tamper with a service ticket that is not valid for delegation to force the KDC to accept it.\nThe update addresses this vulnerability by changing how the KDC validates service tickets used with KCD.
CVE-2020-17042	2020-11-11	2023-12-31	9.3	17.12%			Windows Print Spooler Remote Code Execution Vulnerability
CVE-2020-17040	2020-11-11	2023-12-31	9.8	2.71%			Windows Hyper-V Security Feature Bypass Vulnerability
CVE-2020-16924	2020-10-16	2023-12-31	9.3	6.00%			<p>A remote code execution vulnerability exists when the Windows Jet Database Engine improperly handles objects in memory. An attacker who successfully exploited this vulnerability could execute arbitrary code on a victim system.</p>\n<p>An attacker could exploit this vulnerability by enticing a victim to open a specially crafted file.</p>\n<p>The update addresses the vulnerability by correcting the way the Windows Jet Database Engine handles objects in memory.</p>
CVE-2020-16911	2020-10-16	2023-12-31	9.3	15.79%			<p>A remote code execution vulnerability exists in the way that the Windows Graphics Device Interface (GDI) handles objects in the memory. An attacker who successfully exploited this vulnerability could take control of the affected system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights. Users whose accounts are configured to have fewer user rights on the system could be less impacted than users who operate with administrative user rights.</p>\n<p>There are multiple ways an attacker could exploit the vulnerability:</p>\n<ul>\n<li>In a web-based attack scenario, an attacker could host a specially crafted website that is designed to exploit the vulnerability and then convince users to view the website. An attacker would have no way to force users to view the attacker-controlled content. Instead, an attacker would have to convince users to take action, typically by getting them to open an email attachment or click a link in an email or instant message.</li>\n<li>In a file-sharing attack scenario, an attacker could provide a specially crafted document file that is designed to exploit the vulnerability, and then convince users to open the document file.</li>\n</ul>\n<p>The security update addresses the vulnerability by correcting the way that the Windows GDI handles objects in the memory.</p>
CVE-2020-1564	2020-08-17	2024-01-19	9.3	4.59%			A remote code execution vulnerability exists when the Windows Jet Database Engine improperly handles objects in memory. An attacker who successfully exploited this vulnerability could execute arbitrary code on a victim system.\nAn attacker could exploit this vulnerability by enticing a victim to open a specially crafted file.\nThe update addresses the vulnerability by correcting the way the Windows Jet Database Engine handles objects in memory.
CVE-2020-1562	2020-08-17	2024-01-19	9.3	6.05%			A remote code execution vulnerability exists in the way that Microsoft Graphics Components handle objects in memory. An attacker who successfully exploited the vulnerability could execute arbitrary code on a target system.\nTo exploit the vulnerability, a user would have to open a specially crafted file.\nThe security update addresses the vulnerability by correcting how Microsoft Graphics Components handle objects in memory.
CVE-2020-1561	2020-08-17	2024-01-19	9.3	15.38%			A remote code execution vulnerability exists in the way that Microsoft Graphics Components handle objects in memory. An attacker who successfully exploited the vulnerability could execute arbitrary code on a target system.\nTo exploit the vulnerability, a user would have to open a specially crafted file.\nThe security update addresses the vulnerability by correcting how Microsoft Graphics Components handle objects in memory.
CVE-2020-1558	2020-08-17	2024-01-19	9.3	6.05%			A remote code execution vulnerability exists when the Windows Jet Database Engine improperly handles objects in memory. An attacker who successfully exploited this vulnerability could execute arbitrary code on a victim system.\nAn attacker could exploit this vulnerability by enticing a victim to open a specially crafted file.\nThe update addresses the vulnerability by correcting the way the Windows Jet Database Engine handles objects in memory.
CVE-2020-1557	2020-08-17	2024-01-19	9.3	5.76%			A remote code execution vulnerability exists when the Windows Jet Database Engine improperly handles objects in memory. An attacker who successfully exploited this vulnerability could execute arbitrary code on a victim system.\nAn attacker could exploit this vulnerability by enticing a victim to open a specially crafted file.\nThe update addresses the vulnerability by correcting the way the Windows Jet Database Engine handles objects in memory.
CVE-2020-1508	2020-09-11	2023-12-31	9.3	4.72%			<p>A remote code execution vulnerability exists when Windows Media Audio Decoder improperly handles objects. An attacker who successfully exploited the vulnerability could take control of an affected system.</p>\n<p>There are multiple ways an attacker could exploit the vulnerability, such as by convincing a user to open a specially crafted document, or by convincing a user to visit a malicious webpage.</p>\n<p>The security update addresses the vulnerability by correcting how Windows Media Audio Decoder handles objects.</p>
